date,open,high,low,close,volume
2022-01-03,75.69000244140625,76.45999908447266,74.2699966430664,76.08000183105469,317628
2022-01-04,76.0199966430664,77.63999938964844,75.69999694824219,76.98999786376953,372848
2022-01-05,77.18000030517578,78.58000183105469,76.51000213623047,77.8499984741211,397898
2022-01-06,77.23999786376953,80.23999786376953,76.7300033569336,79.45999908447266,476665
2022-01-07,79.62000274658203,80.47000122070312,78.5199966430664,78.9000015258789,414434
2022-01-10,78.87999725341797,79.44999694824219,77.83000183105469,78.2300033569336,389956
2022-01-11,78.41999816894531,81.58999633789062,78.36000061035156,81.22000122070312,481815
2022-01-12,81.37999725341797,83.0999984741211,81.16999816894531,82.63999938964844,420619
2022-01-13,82.81999969482422,82.94000244140625,81.38999938964844,82.12000274658203,364769
2022-01-14,81.7300033569336,84.44999694824219,81.58000183105469,83.81999969482422,364442
2022-01-18,84.31999969482422,86.62999725341797,83.5,85.43000030517578,163643
2022-01-19,86.61000061035156,87.91000366210938,85.7699966430664,86.95999908447266,113153
2022-01-20,86.2300033569336,87.81999969482422,86.0,86.9000015258789,532202
2022-01-21,84.56999969482422,85.55999755859375,82.77999877929688,85.13999938964844,509103
2022-01-24,84.91000366210938,86.08999633789062,81.9000015258789,83.30999755859375,511695
2022-01-25,84.1500015258789,85.70999908447266,82.98999786376953,85.5999984741211,507219
2022-01-26,85.26000213623047,87.94999694824219,85.01000213623047,87.3499984741211,459642
2022-01-27,87.1500015258789,88.54000091552734,86.19999694824219,86.61000061035156,427804
2022-01-28,87.5,88.83999633789062,86.44000244140625,86.81999969482422,436172
2022-01-31,87.44999694824219,88.38999938964844,86.33999633789062,88.1500015258789,359080
2022-02-01,88.1500015258789,88.87000274658203,86.55000305175781,88.19999694824219,376841
2022-02-02,88.3499984741211,89.72000122070312,87.0999984741211,88.26000213623047,456863
2022-02-03,87.9800033569336,90.44999694824219,86.75,90.2699966430664,465771
2022-02-04,90.19000244140625,93.16999816894531,90.06999969482422,92.30999755859375,410926
2022-02-07,91.81999969482422,92.7300033569336,90.7300033569336,91.31999969482422,497754
2022-02-08,91.63999938964844,91.68000030517578,88.51000213623047,89.36000061035156,467386
2022-02-09,89.86000061035156,90.58000183105469,88.41000366210938,89.66000366210938,445618
2022-02-10,90.01000213623047,91.73999786376953,89.02999877929688,89.87999725341797,492091
2022-02-11,90.0,94.66000366210938,89.19000244140625,93.0999984741211,554423
2022-02-14,93.91000366210938,95.81999969482422,92.08999633789062,95.45999908447266,467071
2022-02-15,94.83000183105469,95.16999816894531,90.66000366210938,92.06999969482422,442641
2022-02-16,92.20999908447266,95.01000213623047,90.0,93.66000366210938,401453
